sample_name,anonymized_name,cohort,collection_timestamp,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,genotype,genotype_sex,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,host_subject_id,host_taxid,keep,latitude,longitude,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,study_type,taxon_id,title,tube_id
14748.CAGE21.FSPF3XTG.L3.2,CAGE21.FSPF3XTG.L3.2,COHORT 4,06/08/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131359
14748.CAGE21.FSPF3XTG.L4.1,CAGE21.FSPF3XTG.L4.1,COHORT 4,7/13/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131281
14748.CAGE21.FSPF3XTG.L4.2,CAGE21.FSPF3XTG.L4.2,COHORT 4,7/13/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131289
14748.CAGE21.FSPF3XTG.L5.1,CAGE21.FSPF3XTG.L5.1,COHORT 4,8/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131315
14748.CAGE21.FSPF3XTG.L5.2,CAGE21.FSPF3XTG.L5.2,COHORT 4,8/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131317
14748.CAGE21.FSPF3XTG.L6.1,CAGE21.FSPF3XTG.L6.1,COHORT 4,9/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132278
14748.CAGE21.FSPF3XTG.L6.2,CAGE21.FSPF3XTG.L6.2,COHORT 4,9/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132281
14748.CAGE21.FSPF3XTG.L8.1,CAGE21.FSPF3XTG.L8.1,COHORT 4,10/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363134050
14748.CAGE21.FSPF3XTG.L8.2,CAGE21.FSPF3XTG.L8.2,COHORT 4,10/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132238
14748.CAGE21.FSPF3XTG.L9.1,CAGE21.FSPF3XTG.L9.1,COHORT 4,11/23/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132057
14748.CAGE21.FSPF3XTG.L9.2,CAGE21.FSPF3XTG.L9.2,COHORT 4,11/23/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 21,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132072
14748.CAGE22.FSPF3XTG.L1.1,CAGE22.FSPF3XTG.L1.1,COHORT 4,04/06/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132205
14748.CAGE22.FSPF3XTG.L1.2,CAGE22.FSPF3XTG.L1.2,COHORT 4,04/06/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132212
14748.CAGE22.FSPF3XTG.L10.1,CAGE22.FSPF3XTG.L10.1,COHORT 4,12/28/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132060
14748.CAGE22.FSPF3XTG.L10.2,CAGE22.FSPF3XTG.L10.2,COHORT 4,12/28/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132069
14748.CAGE22.FSPF3XTG.L2.1,CAGE22.FSPF3XTG.L2.1,COHORT 4,05/11/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132192
14748.CAGE22.FSPF3XTG.L2.2,CAGE22.FSPF3XTG.L2.2,COHORT 4,05/11/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132199
14748.CAGE22.FSPF3XTG.L3.1,CAGE22.FSPF3XTG.L3.1,COHORT 4,06/08/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131358
14748.CAGE22.FSPF3XTG.L3.2,CAGE22.FSPF3XTG.L3.2,COHORT 4,06/08/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363134080
14748.CAGE22.FSPF3XTG.L4.1,CAGE22.FSPF3XTG.L4.1,COHORT 4,7/13/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131292
14748.CAGE22.FSPF3XTG.L4.2,CAGE22.FSPF3XTG.L4.2,COHORT 4,7/13/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131307
14748.CAGE22.FSPF3XTG.L5.1,CAGE22.FSPF3XTG.L5.1,COHORT 4,8/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131334
14748.CAGE22.FSPF3XTG.L5.2,CAGE22.FSPF3XTG.L5.2,COHORT 4,8/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131332
14748.CAGE22.FSPF3XTG.L6.1,CAGE22.FSPF3XTG.L6.1,COHORT 4,9/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132295
14748.CAGE22.FSPF3XTG.L6.2,CAGE22.FSPF3XTG.L6.2,COHORT 4,9/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132292
14748.CAGE22.FSPF3XTG.L8.1,CAGE22.FSPF3XTG.L8.1,COHORT 4,10/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132256
14748.CAGE22.FSPF3XTG.L8.2,CAGE22.FSPF3XTG.L8.2,COHORT 4,10/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132251
14748.CAGE22.FSPF3XTG.L9.1,CAGE22.FSPF3XTG.L9.1,COHORT 4,11/23/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132073
14748.CAGE22.FSPF3XTG.L9.2,CAGE22.FSPF3XTG.L9.2,COHORT 4,11/23/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 22,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132081
14748.CAGE27.FSPFB6.L1.1,CAGE27.FSPFB6.L1.1,COHORT 4,04/06/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132220
14748.CAGE27.FSPFB6.L1.2,CAGE27.FSPFB6.L1.2,COHORT 4,04/06/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131273
14748.CAGE27.FSPFB6.L2.1,CAGE27.FSPFB6.L2.1,COHORT 4,05/11/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132203
14748.CAGE27.FSPFB6.L2.2,CAGE27.FSPFB6.L2.2,COHORT 4,05/11/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132217
14748.CAGE27.FSPFB6.L3.1,CAGE27.FSPFB6.L3.1,COHORT 4,06/08/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131288
14748.CAGE27.FSPFB6.L3.2,CAGE27.FSPFB6.L3.2,COHORT 4,06/08/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131298
14748.CAGE27.FSPFB6.L4.1,CAGE27.FSPFB6.L4.1,COHORT 4,7/13/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131320
14748.CAGE27.FSPFB6.L4.2,CAGE27.FSPFB6.L4.2,COHORT 4,7/13/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131322
14748.CAGE27.FSPFB6.L6.1,CAGE27.FSPFB6.L6.1,COHORT 4,8/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131350
14748.CAGE27.FSPFB6.L6.2,CAGE27.FSPFB6.L6.2,COHORT 4,8/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131349
14748.CAGE27.FSPFB6.L7.1,CAGE27.FSPFB6.L7.1,COHORT 4,9/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132305
14748.CAGE27.FSPFB6.L7.2,CAGE27.FSPFB6.L7.2,COHORT 4,9/18/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363134034
14748.CAGE27.FSPFB6.L8.1,CAGE27.FSPFB6.L8.1,COHORT 4,10/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132271
14748.CAGE27.FSPFB6.L8.2,CAGE27.FSPFB6.L8.2,COHORT 4,10/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132267
14748.CAGE27.FSPFB6.L9.1,CAGE27.FSPFB6.L9.1,COHORT 4,11/23/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132090
14748.CAGE27.FSPFB6.L9.2,CAGE27.FSPFB6.L9.2,COHORT 4,11/23/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_female,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 27,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132106
14748.CAGE3.FSPF3XTG.L10.1,CAGE3.FSPF3XTG.L10.1,COHORT 1,04/06/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 3,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132187
14748.CAGE3.FSPF3XTG.L10.2,CAGE3.FSPF3XTG.L10.2,COHORT 1,04/06/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 3,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132194
14748.CAGE3.FSPF3XTG.L11.1,CAGE3.FSPF3XTG.L11.1,COHORT 1,05/11/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,11,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 3,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132175
14748.CAGE3.FSPF3XTG.L11.2,CAGE3.FSPF3XTG.L11.2,COHORT 1,05/11/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,11,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 3,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132183
14748.CAGE3.FSPF3XTG.L12.1,CAGE3.FSPF3XTG.L12.1,COHORT 1,06/08/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,12,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 3,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132210
14748.CAGE3.FSPF3XTG.L12.2,CAGE3.FSPF3XTG.L12.2,COHORT 1,06/08/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,12,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 3,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132218
14748.CAGE3.FSPF3XTG.L13.1,CAGE3.FSPF3XTG.L13.1,COHORT 1,7/13/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,13,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 3,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131283
