id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
743_sirius_1760	C37H72N4O3	[M + H]+	C37H72N4O3	Amino acids and Peptides	0.8186954855918884	Oligopeptides	0.21524429321289062	Lipopeptides	0.6603384613990784	N-acyl-alpha amino acids and derivatives	0.9394604563713074	Amino acids and derivatives	0.9262241125106812	Amino acids, peptides, and analogues	0.9768751859664917	Carboxylic acids and derivatives	0.9723009467124939	Organic acids and derivatives	0.9864261150360107	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1760
744_sirius_1762	C21H20N4O9S7	[M - H2O + H]+	C21H18N4O8S7	Amino acids and Peptides	0.9799233078956604	Small peptides	0.3112635612487793	Cyclic peptides	0.8374655246734619	Oligopeptides	0.7346140742301941	Peptides	0.8001723885536194	Amino acids, peptides, and analogues	0.988852858543396	Carboxylic acids and derivatives	0.996880054473877	Organic acids and derivatives	0.9998817443847656	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Benzenoids; Amines; Organic disulfides; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1762
747_sirius_1767	C30H55N7O5	[M + H]+	C30H55N7O5	Amino acids and Peptides	0.9926964044570923	Small peptides	0.8344621658325195	Tripeptides	0.7319214940071106	Oligopeptides	0.9544445872306824	Peptides	0.9950308799743652	Amino acids, peptides, and analogues	0.9999765157699585	Carboxylic acids and derivatives	0.9998925924301147	Organic acids and derivatives	0.9997850060462952	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1767
748_sirius_1769	C14H25N4O9P3S6	[M - H2O + H]+	C14H23N4O8P3S6	Alkaloids	0.7511683702468872	Ornithine alkaloids	0.6578139662742615	Dipeptides	0.14417487382888794	N-acyl-alpha amino acids and derivatives	0.9453685879707336	Amino acids and derivatives	0.9693211317062378	Amino acids, peptides, and analogues	0.9726052284240723	Carboxylic acids and derivatives	0.9810845851898193	Organic acids and derivatives	0.999963641166687	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Alkylthiols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Thiols; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Cysteine and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1769
749_sirius_1770	C26H28N14O10	[M - H2O + H]+	C26H26N14O9	Amino acids and Peptides	0.9993188381195068	Small peptides	0.4693823456764221	Tripeptides	0.671208381652832	Oligopeptides	0.9270820021629333	Peptides	0.9997702240943909	Amino acids, peptides, and analogues	0.9999992847442627	Carboxylic acids and derivatives	0.9999946355819702	Organic acids and derivatives	0.9999992847442627	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Pyrrolidones; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Pyrrolidine-2-ones; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1770
750_sirius_1774	C24H44N8O11	[M + H]+	C24H44N8O11	Amino acids and Peptides	0.9999878406524658	Small peptides	0.9979454874992371	Tripeptides	0.9552156329154968	Oligopeptides	0.9981614947319031	Peptides	0.9999991655349731	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Glutamine and derivatives; Serine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1774
752_sirius_1778	C30H39N7O6	[M + H]+	C30H39N7O6	Amino acids and Peptides	0.9977520108222961	Small peptides	0.9768864512443542	Tripeptides	0.9136447310447693	Oligopeptides	0.9920622110366821	Peptides	0.9995965361595154	Amino acids, peptides, and analogues	0.9999750852584839	Carboxylic acids and derivatives	0.9999730587005615	Organic acids and derivatives	0.9999459981918335	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Indoles and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1778
753_sirius_1788	C19H35N3O16S	[M + H]+	C19H35N3O16S	Amino acids and Peptides	0.9762085676193237	Small peptides	0.9888561367988586	Tripeptides	0.9693694114685059	Oligopeptides	0.8996379375457764	Peptides	0.9940094947814941	Amino acids, peptides, and analogues	0.9998999834060669	Carboxylic acids and derivatives	0.9999994039535522	Organic acids and derivatives	0.9999997615814209	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Acetamides; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Aspartic acid and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1788
755_sirius_1797	C20H38N3O19PS2	[M + Na]+	C20H38N3O19PS2	Fatty acids	0.5114613771438599	Aminosugars and aminoglycosides	0.29433876276016235	Aminosugars	0.3811780512332916	N-acyl amines	0.7842585444450378	N-acyl amines	0.7842585444450378	Fatty amides	0.5771823525428772	Fatty Acyls	0.827081561088562	Lipids and lipid-like molecules	0.8458438515663147	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; N-acyl amines; Thiocarboxylic acids and derivatives; Thioesters; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Sulfenyl compounds; Alkyl phosphates; Monoalkyl phosphates; Carbothioic S-esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1797
756_sirius_1808	C18H38O10	[M + H3N + H]+	C18H41NO10	Fatty acids	0.9978175163269043	Glycerolipids	0.9769822359085083	Monoacylglycerols	0.9666438698768616	Polyethylene glycols	0.9998829364776611	Dialkyl ethers	0.9999833106994629	Ethers	0.9999933242797852	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1808
757_sirius_1813	C2H6NO3P2	[M + H]+	C2H6NO3P2	Amino acids and Peptides	0.7711216807365417	Small peptides	0.9746152758598328	Aminoacids	0.8875837326049805	Organic phosphonic acids	0.5828590393066406			Organic phosphonic acids	0.5828590393066406	Organic phosphonic acids and derivatives	0.7489050030708313	Organic acids and derivatives	0.7916913032531738	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1813
758_sirius_1814	C16H19NO4	[M + H]+	C16H19NO4	Alkaloids	0.995370090007782	Ornithine alkaloids	0.997433602809906	Tropane alkaloids	0.9997283816337585	Amino acids	0.8707373738288879	Amino acids and derivatives	0.9959271550178528	Amino acids, peptides, and analogues	0.9952520132064819	Carboxylic acids and derivatives	0.9999994039535522	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Benzoic acids and derivatives; Piperidines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Tropane alkaloids; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzoic acid esters; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Dialkylamines; Benzene and substituted derivatives; Piperidinecarboxylic acids; Benzenoids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1814
759_sirius_1817	C27H43N5O22	[M + H]+	C27H43N5O22	Amino acids and Peptides	0.9968324303627014	Small peptides	0.995556652545929	Tripeptides	0.9871605634689331	Oligopeptides	0.8713486194610596	Peptides	0.9003511071205139	Amino acids, peptides, and analogues	0.9998455047607422	Carboxylic acids and derivatives	0.9999996423721313	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Hexacarboxylic acids and derivatives; Acyl homoserines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Aspartic acid and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1817
764_sirius_1824	C9H17NO3	[M + H]+	C9H17NO3	Amino acids and Peptides	0.6732786297798157	Small peptides	0.6852960586547852	Aminoacids	0.6506202220916748	Gamma amino acids and derivatives	0.5848742723464966	Amino acids and derivatives	0.9954274892807007	Amino acids, peptides, and analogues	0.9955429434776306	Carboxylic acids and derivatives	0.9996993541717529	Organic acids and derivatives	0.9996801614761353	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Gamma amino acids and derivatives; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1824
765_sirius_1828	C24H19N5O24	[M + H]+	C24H19N5O24	Alkaloids	0.6893485188484192	Nucleosides	0.05527782440185547	Gallotannins	0.5902466773986816	N-acyl-alpha amino acids	0.9239001870155334	Amino acids and derivatives	0.9906333684921265	Amino acids, peptides, and analogues	0.9902350902557373	Carboxylic acids and derivatives	0.997103750705719	Organic acids and derivatives	0.9999972581863403	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Phenols; Catechols; Benzoic acids and derivatives; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Pyrogallols and derivatives; Hydroxy acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzenediols; Benzenetriols and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; N-acyl-alpha amino acids; Benzenoids; Benzoic acids; Tetracarboxylic acids and derivatives; Vinylogous acids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Aspartic acid and derivatives; Acylaminobenzoic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	1828
766_sirius_1829	C45H93N7O4	[M + H]+	C45H93N7O4	Fatty acids	0.6618423461914062	Oligopeptides	0.6869422197341919	Lipopeptides	0.8178712129592896	Oligopeptides	0.7138373255729675	Peptides	0.8498948216438293	Amino acids, peptides, and analogues	0.9893963932991028	Carboxylic acids and derivatives	0.9855416417121887	Organic acids and derivatives	0.9561266899108887	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1829
767_sirius_1831	C11H15NO2	[M + H3N + H]+	C11H18N2O2	Alkaloids	0.667602002620697	Small peptides	0.3478257358074188	Dipeptides	0.7491915225982666	Alpha amino acids and derivatives	0.5483629107475281	Amino acids and derivatives	0.7773827314376831	Amino acids, peptides, and analogues	0.7777198553085327	Carboxylic acids and derivatives	0.9801998138427734	Organic acids and derivatives	0.9901404976844788	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1831
768_sirius_1835	C21H19N3O19	[M + H]+	C21H19N3O19	Polyketides	0.4701022505760193	Phenolic acids (C6-C1)	0.1964878886938095	Gallotannins	0.43359634280204773	Peptides	0.7346034049987793	Peptides	0.7346034049987793	Amino acids, peptides, and analogues	0.9370418787002563	Carboxylic acids and derivatives	0.996116042137146	Organic acids and derivatives	0.9999711513519287	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Pyrans; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Pyrogallols and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Benzenetriols and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Polyols; N-acyl-alpha amino acids; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	1835
769_sirius_1840	C39H92N12O3	[M + Na]+	C39H92N12O3	Amino acids and Peptides	0.4218005836009979	Ornithine alkaloids	0.05503197759389877	Polyamines	0.37009677290916443	Alpha amino acid amides	0.9951903820037842	Amino acids and derivatives	0.9900785684585571	Amino acids, peptides, and analogues	0.999170184135437	Carboxylic acids and derivatives	0.8536398410797119	Organic acids and derivatives	0.9963899254798889	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Dialkylamines; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	1840
770_sirius_1844	C23H29N9O13S5	[M + H]+	C23H29N9O13S5	Amino acids and Peptides	0.9991181492805481	Small peptides	0.9116871953010559	Tripeptides	0.7831517457962036	Oligopeptides	0.8585270047187805	Peptides	0.8696913719177246	Amino acids, peptides, and analogues	0.9999933242797852	Carboxylic acids and derivatives	0.9999958276748657	Organic acids and derivatives	0.9999996423721313	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Alkylthiols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Thiols; Organic disulfides; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Cysteine and derivatives; Aspartic acid and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1844
771_sirius_1845	C15H32O8	[M + H3N + H]+	C15H35NO8	Fatty acids	0.9956093430519104	Glycerolipids	0.9835296273231506	Monoacylglycerols	0.9812630414962769	Polyethylene glycols	0.998120129108429	Dialkyl ethers	0.9999611377716064	Ethers	0.9999841451644897	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1845
772_sirius_1846	C18H15N7O6S6	[M + H]+	C18H15N7O6S6	Alkaloids	0.9805406928062439	Tryptophan alkaloids	0.3237876892089844	Cephalosporins	0.4557495415210724	Alpha amino acids and derivatives	0.6414729952812195	Amino acids and derivatives	0.6871246099472046	Amino acids, peptides, and analogues	0.6717530488967896	Carboxylic acids and derivatives	0.8275620937347412	Organic acids and derivatives	0.9922773838043213	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Organosulfonamides; Carbonyl compounds; Benzenoids; Organic disulfides; Aminosulfonyl compounds; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Ethylene bisdithiocarbamates; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1846
773_sirius_1849	C37H56NO10P	[M + H]+	C37H56NO10P	Fatty acids	0.996812641620636	Glycerophospholipids	0.9991281628608704	Oxidized glycerophospholipids	0.9974677562713623	Glycerophosphocholines	0.5185059309005737			Glycerophosphocholines	0.5185059309005737	Glycerophospholipids	0.9999717473983765	Lipids and lipid-like molecules	0.9996775388717651	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Enols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Enones; Carbonyl compounds; Glycerophosphocholines; Amines; Alpha,beta-unsaturated carbonyl compounds; Alkyl phosphates; Dialkyl phosphates; Organic cations; Alpha,beta-unsaturated ketones; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1849
775_sirius_1855	C30H21N3O11S7	[M + H]+	C30H21N3O11S7	Amino acids and Peptides	0.9160839319229126	Small peptides	0.21446046233177185	Cyclic peptides	0.7382988333702087	Oligopeptides	0.5271742939949036	Peptides	0.5471926927566528	Amino acids, peptides, and analogues	0.9713026881217957	Carboxylic acids and derivatives	0.9956913590431213	Organic acids and derivatives	0.9987952709197998	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic disulfides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1855
778_sirius_1858	C25H21N3O6S7	[M + Na]+	C25H21N3O6S7	Amino acids and Peptides	0.9661539196968079	Small peptides	0.5045615434646606	Cyclic peptides	0.13663367927074432	N-acyl-alpha amino acids and derivatives	0.9424660205841064	Amino acids and derivatives	0.9977038502693176	Amino acids, peptides, and analogues	0.9982855916023254	Carboxylic acids and derivatives	0.9945235252380371	Organic acids and derivatives	0.9999608993530273	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic disulfides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1858
