sample_name,anonymized_name,cohort,collection_timestamp,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,intervention,latitude,longitude,mouse_strain,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,strain_sex,taxon_id,title,tube_id
14957.BLANK.FAD.3.9C,1,not applicable,2020-23-4,BLANK.FAD.3.9C,TRUE,193,Control,Negative,Sterile water blank,urban biome,research facility,sterile water,misc environment,USA:CA:San Diego,1,1,1,1,1,1,1,1,1,BLANK.FAD.3.9C,1,1,1,1,32.5,-117.25,1,UCSD,FALSE,14957,control blank,metagenome,1,1_1,256318,pAGMP_5XFAD_Sarkis_Mazmanian,1
14957.BLANK.FAD.3.9D,1,not applicable,2020-23-4,BLANK.FAD.3.9D,TRUE,193,Control,Negative,Sterile water blank,urban biome,research facility,sterile water,misc environment,USA:CA:San Diego,1,1,1,1,1,1,1,1,1,BLANK.FAD.3.9D,1,1,1,1,32.5,-117.25,1,UCSD,FALSE,14957,control blank,metagenome,1,1_1,256318,pAGMP_5XFAD_Sarkis_Mazmanian,1
14957.BLANK.FAD.3.9E,1,not applicable,2020-23-4,BLANK.FAD.3.9E,TRUE,193,Control,Negative,Sterile water blank,urban biome,research facility,sterile water,misc environment,USA:CA:San Diego,1,1,1,1,1,1,1,1,1,BLANK.FAD.3.9E,1,1,1,1,32.5,-117.25,1,UCSD,FALSE,14957,control blank,metagenome,1,1_1,256318,pAGMP_5XFAD_Sarkis_Mazmanian,1
14957.BLANK.FAD.3.9F,1,not applicable,2020-23-4,BLANK.FAD.3.9F,TRUE,193,Control,Negative,Sterile water blank,urban biome,research facility,sterile water,misc environment,USA:CA:San Diego,1,1,1,1,1,1,1,1,1,BLANK.FAD.3.9F,1,1,1,1,32.5,-117.25,1,UCSD,FALSE,14957,control blank,metagenome,1,1_1,256318,pAGMP_5XFAD_Sarkis_Mazmanian,1
14957.BLANK.FAD.3.9G,1,not applicable,2020-23-4,BLANK.FAD.3.9G,TRUE,193,Control,Negative,Sterile water blank,urban biome,research facility,sterile water,misc environment,USA:CA:San Diego,1,1,1,1,1,1,1,1,1,BLANK.FAD.3.9G,1,1,1,1,32.5,-117.25,1,UCSD,FALSE,14957,control blank,metagenome,1,1_1,256318,pAGMP_5XFAD_Sarkis_Mazmanian,1
14957.BLANK.FAD.3.9H,1,not applicable,2020-23-4,BLANK.FAD.3.9H,TRUE,193,Control,Negative,Sterile water blank,urban biome,research facility,sterile water,misc environment,USA:CA:San Diego,1,1,1,1,1,1,1,1,1,BLANK.FAD.3.9H,1,1,1,1,32.5,-117.25,1,UCSD,FALSE,14957,control blank,metagenome,1,1_1,256318,pAGMP_5XFAD_Sarkis_Mazmanian,1
14957.CAGE112.FSPFWT.L2.1,CAGE112.FSPFWT.L2.1,COHORT 11,11/10/2021,mouse fecal sample 363133968,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 112,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133968
14957.CAGE112.FSPFWT.L2.2,CAGE112.FSPFWT.L2.2,COHORT 11,11/10/2021,mouse fecal sample 363133981,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 112,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133981
14957.CAGE112.FSPFWT.L3.1,CAGE112.FSPFWT.L3.1,COHORT 11,12/10/2021,mouse fecal sample 363134011,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 112,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134011
14957.CAGE112.FSPFWT.L3.2,CAGE112.FSPFWT.L3.2,COHORT 11,12/10/2021,mouse fecal sample 363134018,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 112,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134018
14957.CAGE113.FSPFHET.L2.1,CAGE113.FSPFHET.L2.1,COHORT 11,11/10/2021,mouse fecal sample 363133979,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 113,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133979
14957.CAGE113.FSPFHET.L2.2,CAGE113.FSPFHET.L2.2,COHORT 11,11/10/2021,mouse fecal sample 363133987,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 113,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133987
14957.CAGE113.FSPFHET.L3.1,CAGE113.FSPFHET.L3.1,COHORT 11,12/10/2021,mouse fecal sample 363132964,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 113,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132964
14957.CAGE113.FSPFHET.L3.2,CAGE113.FSPFHET.L3.2,COHORT 11,12/10/2021,mouse fecal sample 363132971,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 113,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132971
14957.CAGE114.FSPFWT.L2.1,CAGE114.FSPFWT.L2.1,COHORT 11,11/10/2021,mouse fecal sample 363133996,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 114,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133996
14957.CAGE114.FSPFWT.L2.2,CAGE114.FSPFWT.L2.2,COHORT 11,11/10/2021,mouse fecal sample 363134004,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 114,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134004
14957.CAGE114.FSPFWT.L3.1,CAGE114.FSPFWT.L3.1,COHORT 11,12/10/2021,mouse fecal sample 363132978,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 114,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132978
14957.CAGE114.FSPFWT.L3.2,CAGE114.FSPFWT.L3.2,COHORT 11,12/10/2021,mouse fecal sample 363132995,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 114,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132995
14957.CAGE136.MSPFWT.L4.1,CAGE136.MSPFWT.L4.1,COHORT 13,2/15/22,mouse fecal sample 363141259,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 136,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141259
14957.CAGE136.MSPFWT.L4.2,CAGE136.MSPFWT.L4.2,COHORT 13,2/15/22,mouse fecal sample 363141447,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 136,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141447
14957.CAGE136.MSPFWT.L5.1,CAGE136.MSPFWT.L5.1,COHORT 13,3/15/22,mouse fecal sample 363141273,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 136,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141273
14957.CAGE136.MSPFWT.L5.2,CAGE136.MSPFWT.L5.2,COHORT 13,3/15/22,mouse fecal sample 363141260,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 136,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141260
14957.CAGE136.MSPFWT.L7.1,CAGE136.MSPFWT.L7.1,COHORT 13,5/20/22,mouse fecal sample 363141417,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 136,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141417
14957.CAGE136.MSPFWT.L7.2,CAGE136.MSPFWT.L7.2,COHORT 13,5/20/22,mouse fecal sample 363141424,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 136,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141424
14957.CAGE142.MSPFWT.L2.1,CAGE142.MSPFWT.L2.1,COHORT 12,2/15/22,mouse fecal sample 363141441,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 142,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141441
14957.CAGE142.MSPFWT.L2.2,CAGE142.MSPFWT.L2.2,COHORT 12,2/15/22,mouse fecal sample 363141197,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 142,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141197
14957.CAGE142.MSPFWT.L3.1,CAGE142.MSPFWT.L3.1,COHORT 12,3/15/22,mouse fecal sample 363141267,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 142,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141267
14957.CAGE142.MSPFWT.L3.2,CAGE142.MSPFWT.L3.2,COHORT 12,3/15/22,mouse fecal sample 363141437,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 142,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141437
14957.CAGE144.MSPFWT.L2.1,CAGE144.MSPFWT.L2.1,COHORT 12,2/15/22,mouse fecal sample 363141418,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 144,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141418
14957.CAGE144.MSPFWT.L2.2,CAGE144.MSPFWT.L2.2,COHORT 12,2/15/22,mouse fecal sample 363141406,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 144,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141406
14957.CAGE144.MSPFWT.L3.1,CAGE144.MSPFWT.L3.1,COHORT 12,3/15/22,mouse fecal sample 363141434,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 144,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141434
14957.CAGE144.MSPFWT.L3.2,CAGE144.MSPFWT.L3.2,COHORT 12,3/15/22,mouse fecal sample 363141419,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 144,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141419
14957.CAGE145.FSPFWT.L2.1,CAGE145.FSPFWT.L2.1,COHORT 15,2/15/22,mouse fecal sample 363141401,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141401
14957.CAGE145.FSPFWT.L2.2,CAGE145.FSPFWT.L2.2,COHORT 15,2/15/22,mouse fecal sample 363141293,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141293
14957.CAGE145.FSPFWT.L3.1,CAGE145.FSPFWT.L3.1,COHORT 15,3/15/22,mouse fecal sample 363141427,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141427
14957.CAGE145.FSPFWT.L3.2,CAGE145.FSPFWT.L3.2,COHORT 15,3/15/22,mouse fecal sample 363141407,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141407
14957.CAGE145.FSPFWT.L5.1,CAGE145.FSPFWT.L5.1,COHORT 15,5/20/22,mouse fecal sample 363141429,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141429
14957.CAGE145.FSPFWT.L5.2,CAGE145.FSPFWT.L5.2,COHORT 15,5/20/22,mouse fecal sample 363141415,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141415
14957.CAGE145.FSPFWT.L7.1,CAGE145.FSPFWT.L7.1,COHORT 15,7/21/22,mouse fecal sample 363141288,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141288
14957.CAGE145.FSPFWT.L7.2,CAGE145.FSPFWT.L7.2,COHORT 15,7/21/22,mouse fecal sample 363141303,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 145,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141303
14957.CAGE147.FSPFHET.L1.1,CAGE147.FSPFHET.L1.1,COHORT 16,2/15/22,mouse fecal sample 363141299,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,1,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141299
14957.CAGE147.FSPFHET.L1.2,CAGE147.FSPFHET.L1.2,COHORT 16,2/15/22,mouse fecal sample 363141286,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,1,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141286
14957.CAGE147.FSPFHET.L2.1,CAGE147.FSPFHET.L2.1,COHORT 16,3/15/22,mouse fecal sample 363141276,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141276
14957.CAGE147.FSPFHET.L2.2,CAGE147.FSPFHET.L2.2,COHORT 16,3/15/22,mouse fecal sample 363141292,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141292
14957.CAGE147.FSPFHET.L4.1,CAGE147.FSPFHET.L4.1,COHORT 16,5/20/22,mouse fecal sample 363141405,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141405
14957.CAGE147.FSPFHET.L4.2,CAGE147.FSPFHET.L4.2,COHORT 16,5/20/22,mouse fecal sample 363141289,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141289
14957.CAGE147.FSPFHET.L5.1,CAGE147.FSPFHET.L5.1,COHORT 16,6/21/22,mouse fecal sample 363133967,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133967
14957.CAGE147.FSPFHET.L5.2,CAGE147.FSPFHET.L5.2,COHORT 16,6/21/22,mouse fecal sample 363133982,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133982
