#OTU ID	14957.MOUSE67.CAGE112.FSPFWT.S5	14957.MOUSE74.CAGE114.FSPFWT.S5	14957.MOUSE25.CAGE79.MSPFWT.S8	14957.MOUSE28.CAGE80.MSFPWT.S8	14957.MOUSE46.CAGE98.FSPFWT.S5	14957.MOUSE20.CAGE78.MSPFHET.S8	14957.MOUSE69.CAGE112.FSPFWT.S5	14957.MOUSE90.CAGE144.MSPFWT.S5	14957.MOUSE68.CAGE112.FSPFWT.S5	14957.MOUSE21.CAGE78.MSPFHET.S8	14957.MOUSE33.CAGE96.FSPFHET.S5	14957.MOUSE37.CAGE97.FSPFHET.S5	14957.MOUSE38.CAGE97.FSPFHET.S5	14957.MOUSE82.CAGE142.MSPFWT.S5	14957.MOUSE30.CAGE80.MSFPWT.S8	14957.MOUSE83.CAGE142.MSPFWT.S5	14957.MOUSE17.CAGE77.MSPFHET.S8	14957.MOUSE47.CAGE98.FSPFWT.S5	14957.MOUSE29.CAGE80.MSFPWT.S8	14957.MOUSE87.CAGE144.MSPFWT.S5	14957.MOUSE88.CAGE144.MSPFWT.S5	14957.MOUSE89.CAGE144.MSPFWT.S5	14957.MOUSE15.CAGE77.MSPFHET.S8	14957.MOUSE26.CAGE79.MSPFWT.S8	14957.MOUSE75.CAGE114.FSPFWT.S5	14957.MOUSE27.CAGE80.MSFPWT.S8	14957.MOUSE45.CAGE98.FSPFWT.S5	14957.MOUSE34.CAGE96.FSPFHET.S5	14957.MOUSE70.CAGE113.FSPFHET.S5	14957.MOUSE94.CAGE148.FSPFHET.S8	14957.MOUSE23.CAGE79.MSPFWT.S8	14957.MOUSE71.CAGE113.FSPFHET.S5	14957.MOUSE35.CAGE97.FSPFHET.S5	14957.MOUSE72.CAGE113.FSPFHET.S5	14957.MOUSE95.CAGE148.FSPFHET.S8	14957.MOUSE96.CAGE148.FSPFHET.S8	14957.MOUSE24.CAGE79.MSPFWT.S8	14957.MOUSE36.CAGE97.FSPFHET.S5	14957.MOUSE73.CAGE114.FSPFWT.S5	14957.MOUSE91.CAGE144.MSPFWT.S5	14957.MOUSE107.CAGE154.FSPFHET.S8	14957.MOUSE113.CAGE162.FSPFWT.S8	14957.MOUSE108.CAGE173.MSPFWT.S8	14957.MOUSE122.CAGE184.MSPFHETS5	14957.MOUSE104.CAGE136.MSPFWT.S8	14957.MOUSE139.CAGE145.FSPFWT.S8	14957.MOUSE124.CAGE185.MSPFWT.S5	14957.MOUSE103.CAGE136.MSPFWT.S8	14957.MOUSE114.CAGE162.FSPFWT.S8	14957.MOUSE100.CAGE151.MSPFWT.S8	14957.MOUSE115.CAGE175.MSPFHET.S5	14957.MOUSE135.CAGE145.FSPFWT.S8	14957.MOUSE136.CAGE145.FSPFWT.S8	14957.MOUSE98.CAGE150.FSPFHET.S8	14957.MOUSE116.CAGE175.MSPFHET.S5	14957.MOUSE137.CAGE145.FSPFWT.S8	14957.MOUSE121.CAGE184.MSPFHETS5	14957.MOUSE138.CAGE145.FSPFWT.S8	14957.MOUSE131.CAGE189.MSPFHET.S5	14957.MOUSE109.CAGE173.MSPFWT.S8	14957.MOUSE97.CAGE150.FSPFHET.S8	14957.MOUSE132.CAGE189.MSPFHET.S5	14957.MOUSE106.CAGE154.FSPFHET.S8	14957.MOUSE130.CAGE189.MSPFHET.S5	14957.MOUSE126.CAGE185.MSPFWT.S5	14957.MOUSE125.CAGE185.MSPFWT.S5
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium;s__Verrucomicrobium spinosum	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	1	0	0	5	5	2	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Dethiosulfovibrio;s__Dethiosulfovibrio peptidovorans	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus hydrogenalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium amycolatum_A	1	0	1	0	1	7	0	2	0	0	1	0	0	0	0	1	0	0	0	3	3	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Capnocytophaga_820688;s__Capnocytophaga sputigena	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	4	1	0	0	1	0	2	2	6	4	2	4	0	12	0	6	10	7	0	4	3	2	9	2	0	2	4	1	4	0	4	2	3	3	8	5	0	9	61	3	2	0	1	1	3	1	8	1	0	5	2	0	0	1	0	0	0	0	0	3	1	2	0	2	40	3
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia formatexigens	259	121	168	148	253	580	243	189	345	162	119	391	111	420	129	271	301	244	258	698	317	321	280	154	43	163	321	515	804	676	123	456	99	440	731	706	187	306	243	186	209	91	107	31	169	92	215	181	250	329	117	519	89	124	436	61	231	111	102	670	243	513	205	116	1196	1008
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Neisseriaceae_563222;g__Neisseria_563205;s__Neisseria cinerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella haemolysans_C_310571	0	0	1	0	0	0	0	0	1	1	2	0	0	0	1	0	3	1	1	1	0	0	2	2	0	1	1	1	1	0	1	1	0	4	1	0	1	0	4	0	0	0	0	0	1	1	0	1	0	0	1	2	1	0	0	1	0	1	0	0	0	1	0	0	2	1
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	43	7	33	16	53	74	44	28	64	23	31	119	23	30	10	13	18	35	31	82	42	28	26	7	2	4	66	167	292	239	20	105	15	183	193	133	23	238	2994	24	22	7	9	3	13	7	5	22	34	38	15	82	13	14	56	7	10	10	12	107	39	31	16	5	79	34
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella rimae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	0	0	3	1	0	0	0	0	0	1	0	0	0	0	2	2	2	0	2	0	0	0	1	2	0	0	0	0	12	2	1	0	0	11	2	2	1	0	438	0	0	0	0	4	0	1	131	2	0	0	1	3	1	0	0	1	0	1	24	0	0	205	0	1	1	2
d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__Dethiobacterales;f__Dethiobacteraceae;g__Dethiobacter;s__Dethiobacter alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Capnocytophaga_820690;s__Capnocytophaga gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A_859424;s__Porphyromonas_A_859424 endodontalis	4	2	0	1	6	1	1	1	3	1	5	2	3	5	2	13	2	4	3	1	2	3	2	3	5	7	3	2	3	1	0	2	2	3	2	3	1	3	5	3	3	6	3	11	4	10	47	4	5	4	31	33	28	5	10	46	29	20	21	3	5	8	4	22	39	112
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C_59129;s__Ruminococcus_C_59129 flavefaciens_A	4	18	10	10	18	24	6	24	9	7	21	19	11	20	9	22	86	16	20	24	33	23	86	19	5	29	16	36	79	54	10	43	21	37	44	51	20	18	37	27	21	4	21	12	34	34	31	23	10	28	19	77	21	18	37	13	22	51	15	48	26	80	15	18	75	100
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp000175095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Acidovorax_A;s__Acidovorax_A delafieldii_B_589730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_H;s__Clostridium_H haemolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Acetivibrionales;f__DSM-27016_98371;g__Ruminiclostridium;s__Ruminiclostridium papyrosolvens_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Acidovorax_A;s__Acidovorax_A avenae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Lawsonibacter;s__Lawsonibacter sp000177015	93	30	68	23	70	94	119	84	155	46	75	155	55	145	32	97	43	74	64	403	143	144	67	22	19	9	115	338	329	297	20	173	34	235	263	268	36	116	550	69	143	38	43	23	59	22	114	114	89	127	54	234	94	37	310	43	106	55	67	341	120	382	144	68	1522	460
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccalis	238	114	60	85	174	10	71	67	157	19	76	77	174	56	77	70	42	150	84	17	119	76	63	357	153	246	86	34	62	99	236	86	232	70	71	102	188	154	399	122	473	122	188	29	210	43	359	77	88	107	106	71	72	81	36	81	73	72	52	92	80	59	589	61	120	405
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Evansella_361305;s__Evansella cellulosilytica	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia extructa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium resistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera_A_38692;s__Megasphaera_A_38692 lornae	2	0	1	1	1	2	2	3	1	1	0	5	1	1	1	2	1	1	1	8	4	1	1	1	0	0	2	7	5	2	1	3	0	2	2	6	1	3	10	2	5	0	0	0	1	1	1	0	2	2	0	6	1	1	0	0	1	1	0	6	3	2	0	0	10	6
d__Bacteria;p__Chrysiogenota;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Desulfurispirillum;s__Desulfurispirillum indicum	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	1	1	1	1	1	2	1	1	1	1	1	1	1	2	0	2	3	1	1	2	1	1	4	2	0	1	2	4	3	2	1	2	0	2	2	3	0	3	2	1	2	4	1	1	1	1	2	1	3	2	1	3	3	2	4	1	2	1	1	4	2	9	3	2	14	12
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylolyticus	33	28	279	250	74	127	5	14	21	200	38	26	22	37	574	68	499	35	389	1	29	13	695	680	32	359	13	26	7	7	284	32	23	16	5	13	541	22	39	6	26	71	44	28	38	28	83	53	37	72	0	31	36	44	0	37	21	88	24	10	56	62	27	61	16	209
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum	1	0	1	1	1	4	1	1	0	1	0	1	1	1	0	1	1	1	1	3	1	1	4	1	0	0	1	2	1	4	0	1	0	1	6	3	2	1	1	1	1	1	0	0	1	1	4	1	1	2	2	4	0	2	1	1	0	1	1	2	2	2	1	0	7	2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bryantii	1	1	0	2	2	6	0	1	1	9	2	0	1	2	1	3	1	2	1	0	2	1	1	2	2	3	1	1	1	8	1	0	2	1	4	5	1	1	4	1	9	0	2	1	2	1	4	2	0	2	3	2	2	3	1	2	3	2	1	1	2	3	7	4	8	8
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Acetivibrionales;f__Acetivibrionaceae;g__Acetivibrio;s__Acetivibrio cellulolyticus	2	0	4	3	7	3	3	2	4	3	0	1	1	3	4	3	4	2	3	53	9	3	8	4	1	1	1	5	6	4	1	6	0	13	11	2	4	2	3	1	1	0	0	2	3	2	5	4	1	5	3	6	3	0	2	3	3	2	1	3	1	1	0	0	4	5
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D albus	2	4	3	2	6	8	1	11	2	2	4	10	4	5	2	7	17	8	13	5	7	5	29	5	1	5	5	16	17	8	2	10	3	6	11	12	4	9	6	8	9	1	3	5	7	12	8	4	3	7	5	37	10	12	14	7	6	14	6	11	10	36	6	6	27	35
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea massiliense	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter propionicigenes	3	2	2	2	4	1	1	2	2	2	5	4	7	2	2	1	4	5	3	1	5	5	3	10	6	3	3	3	3	2	2	3	6	2	1	3	5	4	6	6	4	4	10	2	7	4	6	9	2	6	4	4	4	9	2	3	2	4	4	5	9	4	3	5	5	9
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Bilifractor;s__Bilifractor cellulosolvens	10	3	6	5	10	15	10	6	13	5	7	17	7	12	2	7	4	7	8	34	13	15	8	2	1	1	11	26	22	22	4	11	1	17	24	22	6	13	34	7	14	3	4	2	6	3	11	8	13	12	8	45	4	5	22	5	14	5	3	54	13	24	10	5	82	30
d__Bacteria;p__Firmicutes_E;c__Thermaerobacteria;o__Thermaerobacterales;f__Thermaerobacteraceae;g__Thermaerobacter;s__Thermaerobacter subterraneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	1	0	0	0	3	0	1	0	0	1	1	1	1	0	0	2	0	1	0	1
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	925	524	812	415	782	1449	740	1325	1062	834	544	1303	419	1015	608	585	5746	686	1729	2688	1618	1280	4089	1422	348	1239	970	3237	2154	1415	868	1335	241	1223	1459	1795	1581	1068	1542	859	999	278	279	117	391	2758	494	448	937	1086	393	1487	304	337	1113	333	363	1694	294	1376	865	1032	656	322	3177	2092
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	4	0	5	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus farciminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_E;c__Thermaerobacteria;o__Thermaerobacterales;f__Thermaerobacteraceae;g__Thermaerobacter;s__Thermaerobacter marianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	1	0	1	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Variovorax;s__Variovorax paradoxus_C_587621	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	3	1	1	0	0	0	0	2	0	1	1	0	0	0	1	0	1	0	1	0	1	0	4	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	2	1	0	2	1	2	0	0	0	2	2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella oralis	11	13	4	5	19	4	3	7	10	6	14	5	11	12	4	18	11	15	9	2	13	10	11	20	12	14	10	5	6	7	7	8	12	6	5	8	8	10	18	10	23	11	17	10	17	18	42	15	11	16	27	20	26	17	5	30	24	22	19	13	16	21	11	21	39	85
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_G;s__Enterococcus_G italicus	0	0	0	0	0	0	0	0	0	0	0	0	0	51	1	185	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	19	0	0	0	0	13	0	99	68	0	0	0	147	20	47	0	15	70	25	57	38	0	1	86	0	57	36	43
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum saburreum	7	2	4	2	9	14	10	6	10	5	6	20	6	11	4	5	5	8	11	68	15	19	5	1	1	2	10	26	37	38	2	19	1	21	47	29	3	13	20	7	6	3	4	0	5	1	7	10	10	13	3	44	3	4	13	3	8	2	2	33	9	21	9	3	73	26
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Fructilactobacillus;s__Fructilactobacillus fructivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Eubacteriales_258471;f__Eubacteriaceae_258449;g__Pseudoramibacter;s__Pseudoramibacter alactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella salivae	57	34	26	46	48	22	27	15	63	31	48	13	36	30	46	54	123	57	75	6	23	30	195	157	57	120	32	25	27	30	62	24	32	32	25	42	98	32	75	36	15	59	87	45	70	227	112	65	111	62	104	99	171	73	28	162	77	125	64	57	64	106	12	67	168	545
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__	0	1	1	0	2	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	1	4	7	0	1	1	0	0	0	1	1	0	0	0	2	3	0	4	0	0	0	0	0	0	4	0	0	0	0	0	2	2	0	0	1	0	1	0	1	1	3	0	0	1	1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Neisseriaceae_563222;g__Neisseria_563205;s__Neisseria sp000186165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_595425;f__Burkholderiaceae_A_595425;g__Lautropia;s__Lautropia mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia moorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis	0	2	1	1	0	0	0	1	0	1	0	0	0	0	2	1	9	1	1	0	0	0	9	7	0	2	0	0	6	0	0	0	0	2	0	3	4	6	91	0	0	5	1	1	0	2	1	1	2	4	1	1	1	3	0	0	1	2	1	0	0	0	1	0	0	1
